"lat","lon","time","avg","max","min","n"
25.1,-80,2015-06-28,NA,-Inf,Inf,24
25.1,-80,2015-06-29,NA,-Inf,Inf,24
25.1,-80,2015-06-30,NA,-Inf,Inf,24
25.1,-79.9,2015-06-01,NA,-Inf,Inf,24
25.1,-79.9,2015-06-02,NA,-Inf,Inf,24
25.1,-79.9,2015-06-03,NA,-Inf,Inf,24
25.1,-79.9,2015-06-04,NA,-Inf,Inf,24
25.1,-79.9,2015-06-05,NA,-Inf,Inf,24
25.1,-79.9,2015-06-06,NA,-Inf,Inf,24
25.1,-79.9,2015-06-07,NA,-Inf,Inf,24
25.1,-79.9,2015-06-08,NA,-Inf,Inf,24
25.1,-79.9,2015-06-09,NA,-Inf,Inf,24
25.1,-79.9,2015-06-10,NA,-Inf,Inf,24
25.1,-79.9,2015-06-11,NA,-Inf,Inf,24
25.1,-79.9,2015-06-12,NA,-Inf,Inf,24
25.1,-79.9,2015-06-13,NA,-Inf,Inf,24
25.1,-79.9,2015-06-14,NA,-Inf,Inf,24
25.1,-79.9,2015-06-15,NA,-Inf,Inf,24
25.1,-79.9,2015-06-16,NA,-Inf,Inf,24
25.1,-79.9,2015-06-17,NA,-Inf,Inf,24
25.1,-79.9,2015-06-18,NA,-Inf,Inf,24
25.1,-79.9,2015-06-19,NA,-Inf,Inf,24
25.1,-79.9,2015-06-20,NA,-Inf,Inf,24
25.1,-79.9,2015-06-21,NA,-Inf,Inf,24
25.1,-79.9,2015-06-22,NA,-Inf,Inf,24
25.1,-79.9,2015-06-23,NA,-Inf,Inf,24
25.1,-79.9,2015-06-24,NA,-Inf,Inf,24
25.1,-79.9,2015-06-25,NA,-Inf,Inf,24
25.1,-79.9,2015-06-26,NA,-Inf,Inf,24
25.1,-79.9,2015-06-27,NA,-Inf,Inf,24
25.1,-79.9,2015-06-28,NA,-Inf,Inf,24
25.1,-79.9,2015-06-29,NA,-Inf,Inf,24
25.1,-79.9,2015-06-30,NA,-Inf,Inf,24
25.1,-79.8,2015-06-01,NA,-Inf,Inf,24
25.1,-79.8,2015-06-02,NA,-Inf,Inf,24
25.1,-79.8,2015-06-03,NA,-Inf,Inf,24
25.1,-79.8,2015-06-04,NA,-Inf,Inf,24
25.1,-79.8,2015-06-05,NA,-Inf,Inf,24
25.1,-79.8,2015-06-06,NA,-Inf,Inf,24
25.1,-79.8,2015-06-07,NA,-Inf,Inf,24
25.1,-79.8,2015-06-08,NA,-Inf,Inf,24
25.1,-79.8,2015-06-09,NA,-Inf,Inf,24
25.1,-79.8,2015-06-10,NA,-Inf,Inf,24
25.1,-79.8,2015-06-11,NA,-Inf,Inf,24
25.1,-79.8,2015-06-12,NA,-Inf,Inf,24
25.1,-79.8,2015-06-13,NA,-Inf,Inf,24
25.1,-79.8,2015-06-14,NA,-Inf,Inf,24
25.1,-79.8,2015-06-15,NA,-Inf,Inf,24
25.1,-79.8,2015-06-16,NA,-Inf,Inf,24
25.1,-79.8,2015-06-17,NA,-Inf,Inf,24
25.1,-79.8,2015-06-18,NA,-Inf,Inf,24
25.1,-79.8,2015-06-19,NA,-Inf,Inf,24
25.1,-79.8,2015-06-20,NA,-Inf,Inf,24
25.1,-79.8,2015-06-21,NA,-Inf,Inf,24
25.1,-79.8,2015-06-22,NA,-Inf,Inf,24
25.1,-79.8,2015-06-23,NA,-Inf,Inf,24
25.1,-79.8,2015-06-24,NA,-Inf,Inf,24
25.1,-79.8,2015-06-25,NA,-Inf,Inf,24
25.1,-79.8,2015-06-26,NA,-Inf,Inf,24
25.1,-79.8,2015-06-27,NA,-Inf,Inf,24
25.1,-79.8,2015-06-28,NA,-Inf,Inf,24
25.1,-79.8,2015-06-29,NA,-Inf,Inf,24
25.1,-79.8,2015-06-30,NA,-Inf,Inf,24
25.1,-79.7,2015-06-01,NA,-Inf,Inf,24
25.1,-79.7,2015-06-02,NA,-Inf,Inf,24
25.1,-79.7,2015-06-03,NA,-Inf,Inf,24
25.1,-79.7,2015-06-04,NA,-Inf,Inf,24
25.1,-79.7,2015-06-05,NA,-Inf,Inf,24
25.1,-79.7,2015-06-06,NA,-Inf,Inf,24
25.1,-79.7,2015-06-07,NA,-Inf,Inf,24
25.1,-79.7,2015-06-08,NA,-Inf,Inf,24
25.1,-79.7,2015-06-09,NA,-Inf,Inf,24
25.1,-79.7,2015-06-10,NA,-Inf,Inf,24
25.1,-79.7,2015-06-11,NA,-Inf,Inf,24
25.1,-79.7,2015-06-12,NA,-Inf,Inf,24
25.1,-79.7,2015-06-13,NA,-Inf,Inf,24
25.1,-79.7,2015-06-14,NA,-Inf,Inf,24
25.1,-79.7,2015-06-15,NA,-Inf,Inf,24
25.1,-79.7,2015-06-16,NA,-Inf,Inf,24
25.1,-79.7,2015-06-17,NA,-Inf,Inf,24
25.1,-79.7,2015-06-18,NA,-Inf,Inf,24
25.1,-79.7,2015-06-19,NA,-Inf,Inf,24
25.1,-79.7,2015-06-20,NA,-Inf,Inf,24
25.1,-79.7,2015-06-21,NA,-Inf,Inf,24
25.1,-79.7,2015-06-22,NA,-Inf,Inf,24
25.1,-79.7,2015-06-23,NA,-Inf,Inf,24
25.1,-79.7,2015-06-24,NA,-Inf,Inf,24
25.1,-79.7,2015-06-25,NA,-Inf,Inf,24
25.1,-79.7,2015-06-26,NA,-Inf,Inf,24
25.1,-79.7,2015-06-27,NA,-Inf,Inf,24
25.1,-79.7,2015-06-28,NA,-Inf,Inf,24
25.1,-79.7,2015-06-29,NA,-Inf,Inf,24
25.1,-79.7,2015-06-30,NA,-Inf,Inf,24
25.1,-79.6,2015-06-01,NA,-Inf,Inf,24
25.1,-79.6,2015-06-02,NA,-Inf,Inf,24
25.1,-79.6,2015-06-03,NA,-Inf,Inf,24
25.1,-79.6,2015-06-04,NA,-Inf,Inf,24
25.1,-79.6,2015-06-05,NA,-Inf,Inf,24
25.1,-79.6,2015-06-06,NA,-Inf,Inf,24
25.1,-79.6,2015-06-07,NA,-Inf,Inf,24
25.1,-79.6,2015-06-08,NA,-Inf,Inf,24
25.1,-79.6,2015-06-09,NA,-Inf,Inf,24
25.1,-79.6,2015-06-10,NA,-Inf,Inf,24
25.1,-79.6,2015-06-11,NA,-Inf,Inf,24
25.1,-79.6,2015-06-12,NA,-Inf,Inf,24
25.1,-79.6,2015-06-13,NA,-Inf,Inf,24
25.1,-79.6,2015-06-14,NA,-Inf,Inf,24
25.1,-79.6,2015-06-15,NA,-Inf,Inf,24
25.1,-79.6,2015-06-16,NA,-Inf,Inf,24
25.1,-79.6,2015-06-17,NA,-Inf,Inf,24
25.1,-79.6,2015-06-18,NA,-Inf,Inf,24
25.1,-79.6,2015-06-19,NA,-Inf,Inf,24
25.1,-79.6,2015-06-20,NA,-Inf,Inf,24
25.1,-79.6,2015-06-21,NA,-Inf,Inf,24
25.1,-79.6,2015-06-22,NA,-Inf,Inf,24
25.1,-79.6,2015-06-23,NA,-Inf,Inf,24
25.1,-79.6,2015-06-24,NA,-Inf,Inf,24
25.1,-79.6,2015-06-25,NA,-Inf,Inf,24
25.1,-79.6,2015-06-26,NA,-Inf,Inf,24
25.1,-79.6,2015-06-27,NA,-Inf,Inf,24
25.1,-79.6,2015-06-28,NA,-Inf,Inf,24
25.1,-79.6,2015-06-29,NA,-Inf,Inf,24
25.1,-79.6,2015-06-30,NA,-Inf,Inf,24
25.1,-79.5,2015-06-01,NA,-Inf,Inf,24
25.1,-79.5,2015-06-02,NA,-Inf,Inf,24
25.1,-79.5,2015-06-03,NA,-Inf,Inf,24
25.1,-79.5,2015-06-04,NA,-Inf,Inf,24
25.1,-79.5,2015-06-05,NA,-Inf,Inf,24
25.1,-79.5,2015-06-06,NA,-Inf,Inf,24
25.1,-79.5,2015-06-07,NA,-Inf,Inf,24
25.1,-79.5,2015-06-08,NA,-Inf,Inf,24
25.1,-79.5,2015-06-09,NA,-Inf,Inf,24
25.1,-79.5,2015-06-10,NA,-Inf,Inf,24
25.1,-79.5,2015-06-11,NA,-Inf,Inf,24
25.1,-79.5,2015-06-12,NA,-Inf,Inf,24
25.1,-79.5,2015-06-13,NA,-Inf,Inf,24
25.1,-79.5,2015-06-14,NA,-Inf,Inf,24
25.1,-79.5,2015-06-15,NA,-Inf,Inf,24
25.1,-79.5,2015-06-16,NA,-Inf,Inf,24
25.1,-79.5,2015-06-17,NA,-Inf,Inf,24
25.1,-79.5,2015-06-18,NA,-Inf,Inf,24
25.1,-79.5,2015-06-19,NA,-Inf,Inf,24
25.1,-79.5,2015-06-20,NA,-Inf,Inf,24
25.1,-79.5,2015-06-21,NA,-Inf,Inf,24
25.1,-79.5,2015-06-22,NA,-Inf,Inf,24
25.1,-79.5,2015-06-23,NA,-Inf,Inf,24
25.1,-79.5,2015-06-24,NA,-Inf,Inf,24
25.1,-79.5,2015-06-25,NA,-Inf,Inf,24
25.1,-79.5,2015-06-26,NA,-Inf,Inf,24
25.1,-79.5,2015-06-27,NA,-Inf,Inf,24
25.1,-79.5,2015-06-28,NA,-Inf,Inf,24
25.1,-79.5,2015-06-29,NA,-Inf,Inf,24
25.1,-79.5,2015-06-30,NA,-Inf,Inf,24
25.1,-79.4,2015-06-01,NA,-Inf,Inf,24
25.1,-79.4,2015-06-02,NA,-Inf,Inf,24
25.1,-79.4,2015-06-03,NA,-Inf,Inf,24
25.1,-79.4,2015-06-04,NA,-Inf,Inf,24
25.1,-79.4,2015-06-05,NA,-Inf,Inf,24
25.1,-79.4,2015-06-06,NA,-Inf,Inf,24
25.1,-79.4,2015-06-07,NA,-Inf,Inf,24
25.1,-79.4,2015-06-08,NA,-Inf,Inf,24
25.1,-79.4,2015-06-09,NA,-Inf,Inf,24
25.1,-79.4,2015-06-10,NA,-Inf,Inf,24
25.1,-79.4,2015-06-11,NA,-Inf,Inf,24
25.1,-79.4,2015-06-12,NA,-Inf,Inf,24
25.1,-79.4,2015-06-13,NA,-Inf,Inf,24
25.1,-79.4,2015-06-14,NA,-Inf,Inf,24
25.1,-79.4,2015-06-15,NA,-Inf,Inf,24
25.1,-79.4,2015-06-16,NA,-Inf,Inf,24
25.1,-79.4,2015-06-17,NA,-Inf,Inf,24
25.1,-79.4,2015-06-18,NA,-Inf,Inf,24
25.1,-79.4,2015-06-19,NA,-Inf,Inf,24
25.1,-79.4,2015-06-20,NA,-Inf,Inf,24
25.1,-79.4,2015-06-21,NA,-Inf,Inf,24
25.1,-79.4,2015-06-22,NA,-Inf,Inf,24
25.1,-79.4,2015-06-23,NA,-Inf,Inf,24
25.1,-79.4,2015-06-24,NA,-Inf,Inf,24
25.1,-79.4,2015-06-25,NA,-Inf,Inf,24
25.1,-79.4,2015-06-26,NA,-Inf,Inf,24
25.1,-79.4,2015-06-27,NA,-Inf,Inf,24
25.1,-79.4,2015-06-28,NA,-Inf,Inf,24
25.1,-79.4,2015-06-29,NA,-Inf,Inf,24
25.1,-79.4,2015-06-30,NA,-Inf,Inf,24
25.1,-79.3,2015-06-01,NA,-Inf,Inf,24
25.1,-79.3,2015-06-02,NA,-Inf,Inf,24
25.1,-79.3,2015-06-03,NA,-Inf,Inf,24
25.1,-79.3,2015-06-04,NA,-Inf,Inf,24
25.1,-79.3,2015-06-05,NA,-Inf,Inf,24
25.1,-79.3,2015-06-06,NA,-Inf,Inf,24
25.1,-79.3,2015-06-07,NA,-Inf,Inf,24
25.1,-79.3,2015-06-08,NA,-Inf,Inf,24
25.1,-79.3,2015-06-09,NA,-Inf,Inf,24
25.1,-79.3,2015-06-10,NA,-Inf,Inf,24
25.1,-79.3,2015-06-11,NA,-Inf,Inf,24
25.1,-79.3,2015-06-12,NA,-Inf,Inf,24
25.1,-79.3,2015-06-13,NA,-Inf,Inf,24
25.1,-79.3,2015-06-14,NA,-Inf,Inf,24
25.1,-79.3,2015-06-15,NA,-Inf,Inf,24
25.1,-79.3,2015-06-16,NA,-Inf,Inf,24
25.1,-79.3,2015-06-17,NA,-Inf,Inf,24
25.1,-79.3,2015-06-18,NA,-Inf,Inf,24
25.1,-79.3,2015-06-19,NA,-Inf,Inf,24
25.1,-79.3,2015-06-20,NA,-Inf,Inf,24
25.1,-79.3,2015-06-21,NA,-Inf,Inf,24
25.1,-79.3,2015-06-22,NA,-Inf,Inf,24
25.1,-79.3,2015-06-23,NA,-Inf,Inf,24
25.1,-79.3,2015-06-24,NA,-Inf,Inf,24
25.1,-79.3,2015-06-25,NA,-Inf,Inf,24
25.1,-79.3,2015-06-26,NA,-Inf,Inf,24
25.1,-79.3,2015-06-27,NA,-Inf,Inf,24
25.1,-79.3,2015-06-28,NA,-Inf,Inf,24
25.1,-79.3,2015-06-29,NA,-Inf,Inf,24
25.1,-79.3,2015-06-30,NA,-Inf,Inf,24
25.1,-79.2,2015-06-01,NA,-Inf,Inf,24
25.1,-79.2,2015-06-02,NA,-Inf,Inf,24
25.1,-79.2,2015-06-03,NA,-Inf,Inf,24
25.1,-79.2,2015-06-04,NA,-Inf,Inf,24
25.1,-79.2,2015-06-05,NA,-Inf,Inf,24
25.1,-79.2,2015-06-06,NA,-Inf,Inf,24
25.1,-79.2,2015-06-07,NA,-Inf,Inf,24
25.1,-79.2,2015-06-08,NA,-Inf,Inf,24
25.1,-79.2,2015-06-09,NA,-Inf,Inf,24
25.1,-79.2,2015-06-10,NA,-Inf,Inf,24
25.1,-79.2,2015-06-11,NA,-Inf,Inf,24
25.1,-79.2,2015-06-12,NA,-Inf,Inf,24
25.1,-79.2,2015-06-13,NA,-Inf,Inf,24
25.1,-79.2,2015-06-14,NA,-Inf,Inf,24
25.1,-79.2,2015-06-15,NA,-Inf,Inf,24
25.1,-79.2,2015-06-16,NA,-Inf,Inf,24
25.1,-79.2,2015-06-17,NA,-Inf,Inf,24
25.1,-79.2,2015-06-18,NA,-Inf,Inf,24
25.1,-79.2,2015-06-19,NA,-Inf,Inf,24
25.1,-79.2,2015-06-20,NA,-Inf,Inf,24
25.1,-79.2,2015-06-21,NA,-Inf,Inf,24
25.1,-79.2,2015-06-22,NA,-Inf,Inf,24
25.1,-79.2,2015-06-23,NA,-Inf,Inf,24
25.1,-79.2,2015-06-24,NA,-Inf,Inf,24
25.1,-79.2,2015-06-25,NA,-Inf,Inf,24
25.1,-79.2,2015-06-26,NA,-Inf,Inf,24
25.1,-79.2,2015-06-27,NA,-Inf,Inf,24
25.1,-79.2,2015-06-28,NA,-Inf,Inf,24
25.1,-79.2,2015-06-29,NA,-Inf,Inf,24
25.1,-79.2,2015-06-30,NA,-Inf,Inf,24
25.1,-79.1,2015-06-01,NA,-Inf,Inf,24
25.1,-79.1,2015-06-02,NA,-Inf,Inf,24
25.1,-79.1,2015-06-03,NA,-Inf,Inf,24
25.1,-79.1,2015-06-04,NA,-Inf,Inf,24
25.1,-79.1,2015-06-05,NA,-Inf,Inf,24
25.1,-79.1,2015-06-06,NA,-Inf,Inf,24
25.1,-79.1,2015-06-07,NA,-Inf,Inf,24
25.1,-79.1,2015-06-08,NA,-Inf,Inf,24
25.1,-79.1,2015-06-09,NA,-Inf,Inf,24
25.1,-79.1,2015-06-10,NA,-Inf,Inf,24
25.1,-79.1,2015-06-11,NA,-Inf,Inf,24
25.1,-79.1,2015-06-12,NA,-Inf,Inf,24
25.1,-79.1,2015-06-13,NA,-Inf,Inf,24
25.1,-79.1,2015-06-14,NA,-Inf,Inf,24
25.1,-79.1,2015-06-15,NA,-Inf,Inf,24
25.1,-79.1,2015-06-16,NA,-Inf,Inf,24
25.1,-79.1,2015-06-17,NA,-Inf,Inf,24
25.1,-79.1,2015-06-18,NA,-Inf,Inf,24
25.1,-79.1,2015-06-19,NA,-Inf,Inf,24
25.1,-79.1,2015-06-20,NA,-Inf,Inf,24
25.1,-79.1,2015-06-21,NA,-Inf,Inf,24
25.1,-79.1,2015-06-22,NA,-Inf,Inf,24
25.1,-79.1,2015-06-23,NA,-Inf,Inf,24
25.1,-79.1,2015-06-24,NA,-Inf,Inf,24
25.1,-79.1,2015-06-25,NA,-Inf,Inf,24
25.1,-79.1,2015-06-26,NA,-Inf,Inf,24
25.1,-79.1,2015-06-27,NA,-Inf,Inf,24
25.1,-79.1,2015-06-28,NA,-Inf,Inf,24
25.1,-79.1,2015-06-29,NA,-Inf,Inf,24
25.1,-79.1,2015-06-30,NA,-Inf,Inf,24
25.1,-79,2015-06-01,NA,-Inf,Inf,24
25.1,-79,2015-06-02,NA,-Inf,Inf,24
25.1,-79,2015-06-03,NA,-Inf,Inf,24
25.1,-79,2015-06-04,NA,-Inf,Inf,24
25.1,-79,2015-06-05,NA,-Inf,Inf,24
25.1,-79,2015-06-06,NA,-Inf,Inf,24
25.1,-79,2015-06-07,NA,-Inf,Inf,24
25.1,-79,2015-06-08,NA,-Inf,Inf,24
25.1,-79,2015-06-09,NA,-Inf,Inf,24
25.1,-79,2015-06-10,NA,-Inf,Inf,24
25.1,-79,2015-06-11,NA,-Inf,Inf,24
25.1,-79,2015-06-12,NA,-Inf,Inf,24
25.1,-79,2015-06-13,NA,-Inf,Inf,24
25.1,-79,2015-06-14,NA,-Inf,Inf,24
25.1,-79,2015-06-15,NA,-Inf,Inf,24
25.1,-79,2015-06-16,NA,-Inf,Inf,24
25.1,-79,2015-06-17,NA,-Inf,Inf,24
25.1,-79,2015-06-18,NA,-Inf,Inf,24
25.1,-79,2015-06-19,NA,-Inf,Inf,24
25.1,-79,2015-06-20,NA,-Inf,Inf,24
25.1,-79,2015-06-21,NA,-Inf,Inf,24
25.1,-79,2015-06-22,NA,-Inf,Inf,24
25.1,-79,2015-06-23,NA,-Inf,Inf,24
25.1,-79,2015-06-24,NA,-Inf,Inf,24
25.1,-79,2015-06-25,NA,-Inf,Inf,24
25.1,-79,2015-06-26,NA,-Inf,Inf,24
25.1,-79,2015-06-27,NA,-Inf,Inf,24
25.1,-79,2015-06-28,NA,-Inf,Inf,24
25.1,-79,2015-06-29,NA,-Inf,Inf,24
25.1,-79,2015-06-30,NA,-Inf,Inf,24
25.2,-82,2015-06-01,NA,-Inf,Inf,24
25.2,-82,2015-06-02,NA,-Inf,Inf,24
25.2,-82,2015-06-03,NA,-Inf,Inf,24
25.2,-82,2015-06-04,NA,-Inf,Inf,24
25.2,-82,2015-06-05,NA,-Inf,Inf,24
25.2,-82,2015-06-06,NA,-Inf,Inf,24
25.2,-82,2015-06-07,NA,-Inf,Inf,24
25.2,-82,2015-06-08,NA,-Inf,Inf,24
25.2,-82,2015-06-09,NA,-Inf,Inf,24
25.2,-82,2015-06-10,NA,-Inf,Inf,24
25.2,-82,2015-06-11,NA,-Inf,Inf,24
25.2,-82,2015-06-12,NA,-Inf,Inf,24
25.2,-82,2015-06-13,NA,-Inf,Inf,24
25.2,-82,2015-06-14,NA,-Inf,Inf,24
25.2,-82,2015-06-15,NA,-Inf,Inf,24
25.2,-82,2015-06-16,NA,-Inf,Inf,24
25.2,-82,2015-06-17,NA,-Inf,Inf,24
25.2,-82,2015-06-18,NA,-Inf,Inf,24
25.2,-82,2015-06-19,NA,-Inf,Inf,24
25.2,-82,2015-06-20,NA,-Inf,Inf,24
25.2,-82,2015-06-21,NA,-Inf,Inf,24
25.2,-82,2015-06-22,NA,-Inf,Inf,24
25.2,-82,2015-06-23,NA,-Inf,Inf,24
25.2,-82,2015-06-24,NA,-Inf,Inf,24
25.2,-82,2015-06-25,NA,-Inf,Inf,24
25.2,-82,2015-06-26,NA,-Inf,Inf,24
25.2,-82,2015-06-27,NA,-Inf,Inf,24
25.2,-82,2015-06-28,NA,-Inf,Inf,24
25.2,-82,2015-06-29,NA,-Inf,Inf,24
25.2,-82,2015-06-30,NA,-Inf,Inf,24
25.2,-81.9,2015-06-01,NA,-Inf,Inf,24
25.2,-81.9,2015-06-02,NA,-Inf,Inf,24
25.2,-81.9,2015-06-03,NA,-Inf,Inf,24
25.2,-81.9,2015-06-04,NA,-Inf,Inf,24
25.2,-81.9,2015-06-05,NA,-Inf,Inf,24
25.2,-81.9,2015-06-06,NA,-Inf,Inf,24
25.2,-81.9,2015-06-07,NA,-Inf,Inf,24
25.2,-81.9,2015-06-08,NA,-Inf,Inf,24
25.2,-81.9,2015-06-09,NA,-Inf,Inf,24
25.2,-81.9,2015-06-10,NA,-Inf,Inf,24
25.2,-81.9,2015-06-11,NA,-Inf,Inf,24
25.2,-81.9,2015-06-12,NA,-Inf,Inf,24
25.2,-81.9,2015-06-13,NA,-Inf,Inf,24
25.2,-81.9,2015-06-14,NA,-Inf,Inf,24
25.2,-81.9,2015-06-15,NA,-Inf,Inf,24
25.2,-81.9,2015-06-16,NA,-Inf,Inf,24
25.2,-81.9,2015-06-17,NA,-Inf,Inf,24
25.2,-81.9,2015-06-18,NA,-Inf,Inf,24
25.2,-81.9,2015-06-19,NA,-Inf,Inf,24
25.2,-81.9,2015-06-20,NA,-Inf,Inf,24
25.2,-81.9,2015-06-21,NA,-Inf,Inf,24
25.2,-81.9,2015-06-22,NA,-Inf,Inf,24
25.2,-81.9,2015-06-23,NA,-Inf,Inf,24
25.2,-81.9,2015-06-24,NA,-Inf,Inf,24
25.2,-81.9,2015-06-25,NA,-Inf,Inf,24
25.2,-81.9,2015-06-26,NA,-Inf,Inf,24
25.2,-81.9,2015-06-27,NA,-Inf,Inf,24
25.2,-81.9,2015-06-28,NA,-Inf,Inf,24
25.2,-81.9,2015-06-29,NA,-Inf,Inf,24
25.2,-81.9,2015-06-30,NA,-Inf,Inf,24
25.2,-81.8,2015-06-01,NA,-Inf,Inf,24
25.2,-81.8,2015-06-02,NA,-Inf,Inf,24
25.2,-81.8,2015-06-03,NA,-Inf,Inf,24
25.2,-81.8,2015-06-04,NA,-Inf,Inf,24
25.2,-81.8,2015-06-05,NA,-Inf,Inf,24
25.2,-81.8,2015-06-06,NA,-Inf,Inf,24
25.2,-81.8,2015-06-07,NA,-Inf,Inf,24
25.2,-81.8,2015-06-08,NA,-Inf,Inf,24
25.2,-81.8,2015-06-09,NA,-Inf,Inf,24
25.2,-81.8,2015-06-10,NA,-Inf,Inf,24
25.2,-81.8,2015-06-11,NA,-Inf,Inf,24
25.2,-81.8,2015-06-12,NA,-Inf,Inf,24
25.2,-81.8,2015-06-13,NA,-Inf,Inf,24
25.2,-81.8,2015-06-14,NA,-Inf,Inf,24
25.2,-81.8,2015-06-15,NA,-Inf,Inf,24
25.2,-81.8,2015-06-16,NA,-Inf,Inf,24
25.2,-81.8,2015-06-17,NA,-Inf,Inf,24
25.2,-81.8,2015-06-18,NA,-Inf,Inf,24
25.2,-81.8,2015-06-19,NA,-Inf,Inf,24
25.2,-81.8,2015-06-20,NA,-Inf,Inf,24
25.2,-81.8,2015-06-21,NA,-Inf,Inf,24
25.2,-81.8,2015-06-22,NA,-Inf,Inf,24
25.2,-81.8,2015-06-23,NA,-Inf,Inf,24
25.2,-81.8,2015-06-24,NA,-Inf,Inf,24
25.2,-81.8,2015-06-25,NA,-Inf,Inf,24
25.2,-81.8,2015-06-26,NA,-Inf,Inf,24
25.2,-81.8,2015-06-27,NA,-Inf,Inf,24
25.2,-81.8,2015-06-28,NA,-Inf,Inf,24
25.2,-81.8,2015-06-29,NA,-Inf,Inf,24
25.2,-81.8,2015-06-30,NA,-Inf,Inf,24
25.2,-81.7,2015-06-01,NA,-Inf,Inf,24
25.2,-81.7,2015-06-02,NA,-Inf,Inf,24
25.2,-81.7,2015-06-03,NA,-Inf,Inf,24
25.2,-81.7,2015-06-04,NA,-Inf,Inf,24
25.2,-81.7,2015-06-05,NA,-Inf,Inf,24
25.2,-81.7,2015-06-06,NA,-Inf,Inf,24
25.2,-81.7,2015-06-07,NA,-Inf,Inf,24
25.2,-81.7,2015-06-08,NA,-Inf,Inf,24
25.2,-81.7,2015-06-09,NA,-Inf,Inf,24
25.2,-81.7,2015-06-10,NA,-Inf,Inf,24
25.2,-81.7,2015-06-11,NA,-Inf,Inf,24
25.2,-81.7,2015-06-12,NA,-Inf,Inf,24
25.2,-81.7,2015-06-13,NA,-Inf,Inf,24
25.2,-81.7,2015-06-14,NA,-Inf,Inf,24
25.2,-81.7,2015-06-15,NA,-Inf,Inf,24
25.2,-81.7,2015-06-16,NA,-Inf,Inf,24
25.2,-81.7,2015-06-17,NA,-Inf,Inf,24
25.2,-81.7,2015-06-18,NA,-Inf,Inf,24
25.2,-81.7,2015-06-19,NA,-Inf,Inf,24
25.2,-81.7,2015-06-20,NA,-Inf,Inf,24
25.2,-81.7,2015-06-21,NA,-Inf,Inf,24
25.2,-81.7,2015-06-22,NA,-Inf,Inf,24
25.2,-81.7,2015-06-23,NA,-Inf,Inf,24
25.2,-81.7,2015-06-24,NA,-Inf,Inf,24
25.2,-81.7,2015-06-25,NA,-Inf,Inf,24
25.2,-81.7,2015-06-26,NA,-Inf,Inf,24
25.2,-81.7,2015-06-27,NA,-Inf,Inf,24
25.2,-81.7,2015-06-28,NA,-Inf,Inf,24
25.2,-81.7,2015-06-29,NA,-Inf,Inf,24
25.2,-81.7,2015-06-30,NA,-Inf,Inf,24
25.2,-81.6,2015-06-01,NA,-Inf,Inf,24
25.2,-81.6,2015-06-02,NA,-Inf,Inf,24
25.2,-81.6,2015-06-03,NA,-Inf,Inf,24
25.2,-81.6,2015-06-04,NA,-Inf,Inf,24
25.2,-81.6,2015-06-05,NA,-Inf,Inf,24
25.2,-81.6,2015-06-06,NA,-Inf,Inf,24
25.2,-81.6,2015-06-07,NA,-Inf,Inf,24
25.2,-81.6,2015-06-08,NA,-Inf,Inf,24
25.2,-81.6,2015-06-09,NA,-Inf,Inf,24
25.2,-81.6,2015-06-10,NA,-Inf,Inf,24
25.2,-81.6,2015-06-11,NA,-Inf,Inf,24
25.2,-81.6,2015-06-12,NA,-Inf,Inf,24
25.2,-81.6,2015-06-13,NA,-Inf,Inf,24
25.2,-81.6,2015-06-14,NA,-Inf,Inf,24
25.2,-81.6,2015-06-15,NA,-Inf,Inf,24
25.2,-81.6,2015-06-16,NA,-Inf,Inf,24
25.2,-81.6,2015-06-17,NA,-Inf,Inf,24
25.2,-81.6,2015-06-18,NA,-Inf,Inf,24
25.2,-81.6,2015-06-19,NA,-Inf,Inf,24
25.2,-81.6,2015-06-20,NA,-Inf,Inf,24
25.2,-81.6,2015-06-21,NA,-Inf,Inf,24
25.2,-81.6,2015-06-22,NA,-Inf,Inf,24
25.2,-81.6,2015-06-23,NA,-Inf,Inf,24
25.2,-81.6,2015-06-24,NA,-Inf,Inf,24
25.2,-81.6,2015-06-25,NA,-Inf,Inf,24
25.2,-81.6,2015-06-26,NA,-Inf,Inf,24
25.2,-81.6,2015-06-27,NA,-Inf,Inf,24
25.2,-81.6,2015-06-28,NA,-Inf,Inf,24
25.2,-81.6,2015-06-29,NA,-Inf,Inf,24
25.2,-81.6,2015-06-30,NA,-Inf,Inf,24
25.2,-81.5,2015-06-01,NA,-Inf,Inf,24
25.2,-81.5,2015-06-02,NA,-Inf,Inf,24
25.2,-81.5,2015-06-03,NA,-Inf,Inf,24
25.2,-81.5,2015-06-04,NA,-Inf,Inf,24
25.2,-81.5,2015-06-05,NA,-Inf,Inf,24
25.2,-81.5,2015-06-06,NA,-Inf,Inf,24
25.2,-81.5,2015-06-07,NA,-Inf,Inf,24
25.2,-81.5,2015-06-08,NA,-Inf,Inf,24
25.2,-81.5,2015-06-09,NA,-Inf,Inf,24
25.2,-81.5,2015-06-10,NA,-Inf,Inf,24
25.2,-81.5,2015-06-11,NA,-Inf,Inf,24
25.2,-81.5,2015-06-12,NA,-Inf,Inf,24
25.2,-81.5,2015-06-13,NA,-Inf,Inf,24
25.2,-81.5,2015-06-14,NA,-Inf,Inf,24
25.2,-81.5,2015-06-15,NA,-Inf,Inf,24
25.2,-81.5,2015-06-16,NA,-Inf,Inf,24
25.2,-81.5,2015-06-17,NA,-Inf,Inf,24
